Lastest_revision,Code,Class,Order,Family,Genus,Scientific_name_2024,Scientific_name,Common_name,Diet,Strata,IUCN,Note
30/04/23,BUTMAG,Aves,Accipitriformes,Accipitridae,Buteo,Buteo magnirostris,Buteo magnirostris,Roadside hawk,Herbivore,Mixed-low,LC,
30/04/23,BUTURU,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus urubitinga,Buteogallus urubitinga,Great black hawk,Herbivore,Mixed-low,LC,
30/04/23,ICTPLU,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia plumbea,Ictinia plumbea,Plumbeous kite,Herbivore,Mixed-low,LC,
30/04/23,LEUMEL,Aves,Accipitriformes,Accipitridae,Leucopternis,Leucopternis melanops,Leucopternis melanops,Black-faced hawk,Herbivore,Mixed-low,LC,
30/04/23,LEUSCH,Aves,Accipitriformes,Accipitridae,Leucopternis,Leucopternis schistacea,Leucopternis schistacea,Slate-colored hawk,Herbivore,Mixed-low,LC,
30/04/23,SPIORN,Aves,Accipitriformes,Accipitridae,Spizaetus,Spizaetus ornatus,Spizaetus ornatus,Ornate hawk-eagle,Herbivore,Mixed-low,NT,
30/04/23,NYCAET,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius aethereus,Nyctibius aethereus,Long-tailed potoo,Herbivore,Mixed,LC,
30/04/23,NYCGRA,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius grandis,Nyctibius grandis,Great potoo,Herbivore,Mixed,LC,
30/04/23,NYCGRI,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,Nyctibius griseus,Common potoo,Herbivore,Mixed,LC,
30/04/23,NYCOCE,Aves,Caprimulgiformes,Caprimulgidae,Nyctiphrynus,Nyctiphrynus ocellatus,Nyctiphrynus ocellatus,Ocellated poorwill,Herbivore,Terrestrial,LC,
30/04/23,FLOMEL,Aves,Caprimulgiformes,Trochilidae,Florisuga,Florisuga mellivora,Florisuga mellivora,White-necked jacobin,Herbivore,Mixed-low,LC,
30/04/23,HELAUR,Aves,Caprimulgiformes,Trochilidae,Heliodoxa,Heliodoxa aurescens,Heliodoxa aurescens,Gould's brilliant,Herbivore,Mixed-low,LC,
30/04/23,HELSCH,Aves,Caprimulgiformes,Trochilidae,Heliodoxa,Heliodoxa schreibersii,Heliodoxa schreibersii,Black-throated brilliant,Herbivore,Mixed-low,LC,
30/04/23,PHAATR,Aves,Caprimulgiformes,Trochilidae,Phaethornis,Phaethornis atrimentalis,Phaethornis atrimentalis,Black-throated hermit,Herbivore,Mixed-low,LC,
30/04/23,PHABOU,Aves,Caprimulgiformes,Trochilidae,Phaethornis,Phaethornis bourcieri,Phaethornis bourcieri,Straight-billed hermit,Herbivore,Mixed-low,LC,
30/04/23,PHAMAL,Aves,Caprimulgiformes,Trochilidae,Phaethornis,Phaethornis malaris,Phaethornis malaris,Great-billed hermit,Herbivore,Mixed-low,LC,
30/04/23,PHARUB,Aves,Caprimulgiformes,Trochilidae,Phaethornis,Phaethornis ruber,Phaethornis ruber,Reddish hermit,Herbivore,Mixed-low,LC,
30/04/23,THAFUR,Aves,Caprimulgiformes,Trochilidae,Thalurania,Thalurania furcata,Thalurania furcata,Fork-tailed woodnymph,Herbivore,Mixed-low,LC,
30/04/23,GEOMON,Aves,Columbiformes,Columbidae,Geotrygon,Geotrygon montana,Geotrygon montana,Ruddy quail-dove,Herbivore,Terrestrial,LC,Has white band at shoulder on wing
30/04/23,GEOSAP,Aves,Columbiformes,Columbidae,Geotrygon,Geotrygon saphirina,Geotrygon saphirina,Sapphire quail-dove,Herbivore,Terrestrial,LC,
30/04/23,LEPRUF,Aves,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,Leptotila rufaxilla,Grey-fronted dove,Herbivore,Mixed,LC,white wing band absent
30/04/23,COLPLU,Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas plumbea,Patagioenas plumbea,Plumbeous pigeon,Herbivore,Mixed-low,LC,
30/04/23,COLSUB,Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas subvinacea,Patagioenas subvinacea,Ruddy pigeon,Herbivore,Mixed-low,LC,
30/04/23,BARMAR,Aves,Coraciiformes,Motmotidae,Baryphthengus,Baryphthengus martii,Baryphthengus martii,Rufous motmot,Herbivore,Mixed-low,LC,
30/04/23,ELEPLA,Aves,Coraciiformes,Motmotidae,Electron,Electron platyrhynchum,Electron platyrhynchum,Broad-billed motmot,Herbivore,Mixed-low,LC,
30/04/23,MOMMOM,Aves,Coraciiformes,Motmotidae,Momotus,Momotus momota,Momotus momota,Amazonian motmot,Herbivore,Mixed-low,LC,
30/04/23,PIACAY,Aves,Cuculiformes,Cuculidae,Piaya,Piaya cayana,Piaya cayana,Common squirrel cuckoo,Herbivore,Mixed-low,LC,Komar and Thurber 2003
30/04/23,DAPATE,Aves,Falconiformes,Falconidae,Daptrius,Daptrius ater,Daptrius ater,Black Caracara,Herbivore,Mixed-low,LC,
30/04/23,HERCAC,Aves,Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans,Herpetotheres cachinnans,Laughing Falcon,Herbivore,Mixed-low,LC,
30/04/23,DAPAME,Aves,Falconiformes,Falconidae,Ibycter,Ibycter americanus,Ibycter americanus,Red-throated Caracara,Herbivore,Mixed-low,LC,Range extends to edge of Tiputini. 
30/04/23,MICBUC,Aves,Falconiformes,Falconidae,Micrastur,Micrastur buckleyi,Micrastur buckleyi,Buckley's Forest-falcon,Herbivore,Mixed-low,LC,
30/04/23,MICGIL,Aves,Falconiformes,Falconidae,Micrastur,Micrastur gilvicollis,Micrastur gilvicollis,Lined Forest-falcon,Herbivore,Mixed-low,LC,
30/04/23,MICRUF,Aves,Falconiformes,Falconidae,Micrastur,Micrastur ruficollis,Micrastur ruficollis,Barred Forest-falcon,Herbivore,Mixed-low,LC,
30/04/23,MICSEM,Aves,Falconiformes,Falconidae,Micrastur,Micrastur semitorquatus,Micrastur semitorquatus,Collared Forest-falcon,Herbivore,Mixed-low,LC,
30/04/23,MITSAL,Aves,Galliformes,Cracidae,Mitu,Mitu salvini,Mitu salvini,Salvin's currasow,Herbivore,Terrestrial,LC,
30/04/23,NOTURU,Aves,Galliformes,Cracidae,Nothocrax,Nothocrax urumutum,Nothocrax urumutum,Nocturnal currasow,Herbivore,Terrestrial,LC,
30/04/23,PENJAC,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,Penelope jacquacu,Spix's guan,Herbivore,Mixed,LC,
30/04/23,ABUCUM,Aves,Galliformes,Cracidae,Pipile,Pipile cumanensis,Pipile cumanensis,Blue-throated piping guan,Herbivore,Mixed,LC,
30/04/23,ODOGUJ,Aves,Galliformes,Cracidae,Odontophorus,Odontophorus gujanensis,Odontophorus gujanensis,Marbled wood-quail,Herbivore,Terrestrial,LC,
30/04/23,PSOCRE,Aves,Gruiformes,Psophiidae,Psophia,Psophia crepitans,Psophia crepitans,Grey-winged trumpeter,Herbivore,Terrestrial,LC,
30/04/23,ANUCAS,Aves,Gruiformes,Rallidae,Anurolimnas,Anurolimnas castaneiceps,Anurolimnas castaneiceps,Chestnut-headed crake,Herbivore,Terrestrial,LC,
30/04/23,CERCIN,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra cinerascens,Cercomacra cinerascens,Grey antbird,Herbivore,Mixed-low,LC,
30/04/23,CERSER,Aves,Passeriformes,Thamnophilidae,Cercomacroides,Cercomacroides serva,Cercomacroides serva,Black antbird,Herbivore,Mixed-low,LC,Formerly Ceromacra
30/04/23,CYMLIN,Aves,Passeriformes,Thamnophilidae,Cymbilaimus,Cymbilaimus lineatus,Cymbilaimus lineatus,Fasciated Antshrike,Herbivore,Mixed-low,LC,
30/04/23,DICCIN,Aves,Passeriformes,Thamnophilidae,Dichrozona,Dichrozona cincta,Dichrozona cincta,Banded Antbird,Herbivore,Mixed-low,LC,
30/04/23,MYRERY,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla erythrura,Epinecrophylla erythrura,Rufous-tailed Antwren,Herbivore,Mixed-low,LC,
30/04/23,MYRFJE,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla haematonota,Epinecrophylla haematonota,Western Stipple-throated Antwren,Herbivore,Mixed-low,LC,Tiputini close to edge of range.
30/04/23,MYRORN,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla ornata,Epinecrophylla ornata,Western Ornate Antwren,Herbivore,Mixed-low,LC,Fragmented distribution. Vertical band on range map near Tiputini area. 
30/04/23,FREUND,Aves,Passeriformes,Thamnophilidae,Frederickena,Frederickena unduliger,Frederickena unduliger,Undulated Antshrike,Herbivore,Mixed-low,LC,
30/04/23,GYMLEU,Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys leucaspis,Gymnopithys leucaspis,White-cheeked Antbird,Herbivore,Mixed-low,LC,
30/04/23,GYMLUN,Aves,Passeriformes,Thamnophilidae,Oneillornis,Oneillornis lunulatus,Oneillornis lunulatus,Lunulated Antbird,Herbivore,Mixed-low,LC,Formerly Gymnopithys
30/04/23,HERDUG,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus dugandi,Herpsilochmus dugandi,Dugand's Antwren,Herbivore,Mixed-low,LC,
30/04/23,HYLNAE,Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevius,Hylophylax naevius,Spot-backed Antbird,Herbivore,Mixed-low,LC,
30/04/23,HYPCAN,Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis cantator,Hypocnemis cantator,Guianan Antwarbler,Herbivore,Mixed-low,LC,Range eastern Amazon. Does not extend to ecuador. 
30/04/23,HYPHYP,Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis hypoxantha,Hypocnemis hypoxantha,Yellow-browed Antwarbler,Herbivore,Mixed-low,LC,
30/04/23,MYRHAU,Aves,Passeriformes,Thamnophilidae,Isleria,Isleria hauxwelli,Isleria hauxwelli,Plain-throated Antwren,Herbivore,Mixed-low,LC,
30/04/23,MEGMAR,Aves,Passeriformes,Thamnophilidae,Megastictus,Megastictus margaritatus,Megastictus margaritatus,Pearly Antshrike,Herbivore,Mixed-low,LC,Range borders Tiputini range. 
30/04/23,MICQUI,Aves,Passeriformes,Thamnophilidae,Microrhopias,Microrhopias quixensis,Microrhopias quixensis,Dot-winged Antwren,Herbivore,Mixed-low,LC,
30/04/23,MYRFOR,Aves,Passeriformes,Thamnophilidae,Hafferia,Hafferia fortis,Hafferia fortis,Sooty Antbird,Herbivore,Mixed-low,LC,Formerly Myrmeciza
30/04/23,MYRMYO,Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus myotherinus,Myrmoborus myotherinus,Black-faced Antbird,Herbivore,Mixed-low,LC,
30/04/23,MYRAXI,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula axillaris,Myrmotherula axillaris,White-flanked Antwren,Herbivore,Mixed-low,LC,
30/04/23,MYRBRA,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula brachyura,Myrmotherula brachyura,Pygmy Antwren,Herbivore,Mixed-low,LC,Subspecies recorded at TBS and removed from original list: Myrmotherula obscura
30/04/23,MYRLON,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula longipennis,Myrmotherula longipennis,Long-winged Antwren,Herbivore,Mixed-low,LC,
30/04/23,MYRMEN,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula menetriesii,Myrmotherula menetriesii,Grey Antwren,Herbivore,Mixed-low,LC,
30/04/23,NEONIG,Aves,Passeriformes,Thamnophilidae,Neoctantes,Neoctantes niger,Neoctantes niger,Black Bushbird,Herbivore,Mixed-low,LC,
30/04/23,PHLERY,Aves,Passeriformes,Thamnophilidae,Phlegopsis,Phlegopsis erythroptera,Phlegopsis erythroptera,Reddish-winged Bare-eye,Herbivore,Mixed-low,LC,
30/04/23,PITALB,Aves,Passeriformes,Thamnophilidae,Pithys,Pithys albifrons,Pithys albifrons,White-plumed Antbird,Herbivore,Mixed-low,LC,
30/04/23,PYGSTE,Aves,Passeriformes,Thamnophilidae,Pygiptila,Pygiptila stellaris,Pygiptila stellaris,Spot-winged Antshrike,Herbivore,Mixed-low,LC,
30/04/23,RHEMEL,Aves,Passeriformes,Thamnophilidae,Rhegmatorhina,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Hairy-crested Antbird,Herbivore,Mixed-low,LC,
30/04/23,SCHLEU,Aves,Passeriformes,Thamnophilidae,Schistocichla,Schistocichla leucostigma,Schistocichla leucostigma,Spot-winged Antbird,Herbivore,Mixed-low,LC,
30/04/23,SCLNAE,Aves,Passeriformes,Thamnophilidae,Sclateria,Sclateria naevia,Sclateria naevia,Silvered Antbird,Herbivore,Mixed-low,LC,
30/04/23,THAARD,Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Dusky-throated Antshrike,Herbivore,Mixed-low,LC,
30/04/23,THACAE,Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes caesius,Thamnomanes caesius,Cinereous Antshrike,Herbivore,Mixed-low,LC,
30/04/23,THAAET,Aves,Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus aethiops,Thamnophilus aethiops,White-shouldered Antshrike,Herbivore,Mixed-low,LC,Range map on edge of tiputini border. 
30/04/23,THAMUR,Aves,Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus murinus,Thamnophilus murinus,Mouse-colored Antshrike,Herbivore,Mixed-low,LC,
30/04/23,THASCH,Aves,Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus schistaceus,Thamnophilus schistaceus,Plain-winged Antshrike,Herbivore,Mixed-low,LC,
30/04/23,HYLPOE,Aves,Passeriformes,Thamnophilidae,Willisornis,Willisornis poecilinotus,Willisornis poecilinotus,Common Scale-backed Antbird,Herbivore,Mixed-low,LC,
30/04/23,CONPER,Aves,Passeriformes,Conopophagidae,Conopophaga,Conopophaga peruviana,Conopophaga peruviana,Ash-throated Gnateater,Herbivore,Mixed-low,LC,Range on edge of tiputini area. 
30/04/23,GRADIG,Aves,Passeriformes,Grallariidae,Grallaria,Grallaria dignissima,Grallaria dignissima,Ochre-striped Antpitta,Herbivore,Terrestrial,LC,
30/04/23,MYRCAM,Aves,Passeriformes,Grallariidae,Myrmothera,Myrmothera campanisona,Myrmothera campanisona,Thrush-like Antpitta,Herbivore,Terrestrial,LC,
30/04/23,LIOTHO,Aves,Passeriformes,Rhinocryptidae,Liosceles,Liosceles thoracicus,Liosceles thoracicus,Rusty-belted Tapaculo,Herbivore,Terrestrial,LC,
30/04/23,CHANOB,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza nobilis,Chamaeza nobilis,Striated Antthrush,Herbivore,Terrestrial,LC,
30/04/23,FORANA,Aves,Passeriformes,Formicariidae,Formicarius,Formicarius analis,Formicarius analis,Black-faced Antthrush,Herbivore,Terrestrial,LC,
30/04/23,FORCOL,Aves,Passeriformes,Formicariidae,Formicarius,Formicarius colma,Formicarius colma,Rufous-capped Antthrush,Herbivore,Terrestrial,LC,
30/04/23,CAMTRO,Aves,Passeriformes,Furnariidae,Campylorhamphus,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Red-billed Scythebill,Herbivore,Mixed-low,LC,
30/04/23,DECLON,Aves,Passeriformes,Furnariidae,Deconychura,Deconychura longicauda,Deconychura longicauda,Northern Long-tailed Woodcreeper,Herbivore,Mixed-low,LC,Range map appears incorrect on IUCN. Confirmed by e-bird.
30/04/23,DENRUF,Aves,Passeriformes,Furnariidae,Dendrexetastes,Dendrexetastes rufigula,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,DENFUL,Aves,Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Plain-brown Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,DENCER,Aves,Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes certhia,Dendrocolaptes certhia,Amazonian Barred Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,GLYSPI,Aves,Passeriformes,Furnariidae,Glyphorynchus,Glyphorynchus spirurus,Glyphorynchus spirurus,Wedge-billed Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,LEPALB,Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Guianan woodcreeper,Herbivore,Mixed-low,LC,Formerly one of several known as Lineated woodcreeper. Range map IUCN and e-bird doesnt extend to Ecuador. 
30/04/23,NASLON,Aves,Passeriformes,Furnariidae,Nasica,Nasica longirostris,Nasica longirostris,Long-billed Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,XIPPRO,Aves,Passeriformes,Furnariidae,Xiphocolaptes,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,XIPOBS,Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Striped Woodcreeper,Herbivore,Mixed-low,LC,
30/04/23,XIPPIC,Aves,Passeriformes,Furnariidae,Dendroplex,Dendroplex picus,Dendroplex picus,Straight-billed Woodcreeper,Herbivore,Mixed-low,LC,Formerly Xiphorhynchus
30/04/23,XIPGUT,Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus guttatus,Xiphorhynchus guttatus,Buff-throated Woodcreeper,Herbivore,Mixed-low,LC,Range map appears wrong on IUCN. Confirmed by e-bird.
30/04/23,XIPOCE,Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Ocellated Woodcreeper,Herbivore,Mixed-low,LC,Range map appears wrong on IUCN. Confirmed by e-bird.
30/04/23,XIPSPI,Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus spixii,Xiphorhynchus spixii,Spix's Woodcreeper,Herbivore,Mixed-low,LC,Range does not extend into Ecuador. Limited to Brazil mainly in state of para. 
30/04/23,ANCSTR,Aves,Passeriformes,Furnariidae,Ancistrops,Ancistrops strigilatus,Ancistrops strigilatus,Chestnut-winged Hookbill,Herbivore,Mixed-low,LC,
30/04/23,AUTINF,Aves,Passeriformes,Furnariidae,Automolus,Automolus infuscatus,Automolus infuscatus,Olive-backed Foliage-gleaner,Herbivore,Mixed-low,LC,
30/04/23,AUTMEL,Aves,Passeriformes,Furnariidae,Automolus,Automolus melanopezus,Automolus melanopezus,Brown-rumped Foliage-gleaner,Herbivore,Mixed-low,LC,"Small range distribution in ecuador, likely Tiputini. "
30/04/23,AUTOCH,Aves,Passeriformes,Furnariidae,Automolus,Automolus ochrolaemus,Automolus ochrolaemus,Buff-throated Foliage-gleaner,Herbivore,Mixed-low,LC,
30/04/23,AUTRUB,Aves,Passeriformes,Furnariidae,Clibanornis,Clibanornis rubiginosus,Clibanornis rubiginosus,Ruddy Foliage-gleaner,Herbivore,Mixed-low,LC,Formerly Automolus. Two entries available in IUCN.
30/04/23,AUTRUF,Aves,Passeriformes,Furnariidae,Automolus,Automolus rufipileatus,Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,Herbivore,Mixed-low,LC,
30/04/23,HYLSUB,Aves,Passeriformes,Furnariidae,Automolus,Automolus subulatus,Automolus subulatus,Amazonian Woodhaunter,Herbivore,Mixed-low,LC,Formerly Hyloctistes
30/04/23,PHIERY,Aves,Passeriformes,Furnariidae,Philydor,Philydor erythrocercum,Philydor erythrocercum,Rufous-rumped Foliage-gleaner,Herbivore,Mixed-low,LC,
30/04/23,PHIERT,Aves,Passeriformes,Furnariidae,Philydor,Philydor erythropterum,Philydor erythropterum,Chestnut-winged Foliage-gleaner,Herbivore,Mixed-low,LC,Formerly Philydor erythropterus
30/04/23,PHIPYR,Aves,Passeriformes,Furnariidae,Philydor,Philydor pyrrhodes,Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,Herbivore,Mixed-low,LC,
30/04/23,PHIRUF,Aves,Passeriformes,Furnariidae,Anabacerthia,Anabacerthia ruficaudata,Anabacerthia ruficaudata,Rufous-tailed Foliage-gleaner,Herbivore,Mixed-low,LC,Formerly Philydor ruficaudatus. Small bit of range extending into eastern ecuador. 
30/04/23,SCLCAU,Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus caudacutus,Sclerurus caudacutus,Black-tailed Leaftosser,Herbivore,Mixed-low,LC,
30/04/23,SCLMEX,Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,Sclerurus mexicanus,Tawny-throated Leaftosser,Herbivore,Mixed-low,LC,
30/04/23,SCLRUF,Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus rufigularis,Sclerurus rufigularis,Short-billed Leaftosser,Herbivore,Mixed-low,LC,
30/04/23,SYNRUT,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis rutilans,Synallaxis rutilans,Ruddy Spinetail,Herbivore,Mixed-low,LC,
30/04/23,XENMIN,Aves,Passeriformes,Furnariidae,Xenops,Xenops minutus,Xenops minutus,Plain xenops,Herbivore,Mixed-low,LC,IUCN range map appears incorrect. Confirmed on e-bird
30/04/23,XENTEN,Aves,Passeriformes,Furnariidae,Xenops,Xenops tenuirostris,Xenops tenuirostris,Slender-billed Xenops,Herbivore,Mixed-low,LC,
30/04/23,PIPERY,Aves,Passeriformes,Pipridae,Ceratopipra,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Golden-headed Manakin,Herbivore,Mixed-low,LC,
30/04/23,CHIPAR,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia pareola,Chiroxiphia pareola,Blue-backed Manakin,Herbivore,Mixed-low,LC,
30/04/23,PIPPIP,Aves,Passeriformes,Pipridae,Pseudopipra,Pseudopipra pipra,Pseudopipra pipra,White-crowned Manakin,Herbivore,Mixed-low,LC,Formerly Dixiphia
30/04/23,PIPCOR,Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata,Lepidothrix coronata,Blue-crowned Manakin,Herbivore,Mixed-low,LC,
30/04/23,MACREG,Aves,Passeriformes,Pipridae,Machaeropterus,Machaeropterus regulus,Machaeropterus regulus,Kinglet Manakin,Herbivore,Mixed-low,LC,Range maps on IUCN and e-bird do not extend to ecuador. 
30/04/23,PIPFIL,Aves,Passeriformes,Pipridae,Pipra,Pipra filicauda,Pipra filicauda,Wire-tailed Manakin,Herbivore,Mixed-low,LC,
30/04/23,TYRSTO,Aves,Passeriformes,Pipridae,Tyranneutes,Tyranneutes stolzmanni,Tyranneutes stolzmanni,Dwarf Tyrant-manakin,Herbivore,Mixed-low,LC,
30/04/23,LANHYP,Aves,Passeriformes,Tityridae,Laniocera,Laniocera hypopyrra,Laniocera hypopyrra,Cinereous Mourner,Herbivore,Mixed-low,LC,
30/04/23,LIPVOC,Aves,Passeriformes,Cotingidae,Lipaugus,Lipaugus vociferans,Lipaugus vociferans,Screaming Piha,Herbivore,Mixed-low,LC,
30/04/23,PHONIG,Aves,Passeriformes,Cotingidae,Phoenicircus,Phoenicircus nigricollis,Phoenicircus nigricollis,Black-necked Red Cotinga,Herbivore,Mixed-low,LC,
30/04/23,QUEPUR,Aves,Passeriformes,Cotingidae,Querula,Querula purpurata,Querula purpurata,Purple-throated Fruitcrow,Herbivore,Mixed-low,LC,
30/04/23,PACCAS,Aves,Passeriformes,Tityridae,Pachyramphus,Pachyramphus castaneus,Pachyramphus castaneus,Chestnut-crowned Becard,Herbivore,Mixed-low,LC,
30/04/23,PACMAR,Aves,Passeriformes,Tityridae,Pachyramphus,Pachyramphus marginatus,Pachyramphus marginatus,Black-capped Becard,Herbivore,Mixed-low,LC,
30/04/23,PACPOL,Aves,Passeriformes,Tityridae,Pachyramphus,Pachyramphus polychopterus,Pachyramphus polychopterus,White-winged Becard,Herbivore,Mixed-low,LC,
30/04/23,SCHMAJ,Aves,Passeriformes,Tityridae,Schiffornis,Schiffornis major,Schiffornis major,Varzea Schiffornis,Herbivore,Mixed-low,LC,
30/04/23,SCHTUR,Aves,Passeriformes,Tityridae,Schiffornis,Schiffornis turdina,Schiffornis turdina,Brown-winged Mourner,Herbivore,Mixed-low,LC,"Small bit of range extends into eastern ecuador, maybe tiputini. "
30/04/23,TITCAY,Aves,Passeriformes,Tityridae,Tityra,Tityra cayana,Tityra cayana,Western Black-tailed Tityra,Herbivore,Mixed-low,LC,
30/04/23,MYIBAR,Aves,Passeriformes,Tityridae,Myiobius,Myiobius barbatus,Myiobius barbatus,Whiskered Flycatcher,Herbivore,Mixed-low,LC,
30/04/23,TERERY,Aves,Passeriformes,Tityridae,Terenotriccus,Terenotriccus erythrurus,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,Herbivore,Mixed-low,LC,
